,scenario,month,decade,Site,Reach,proj_air_Temp_C,River,r_sq,sens_slope,sens_int,n_weeks,proj_h2o_Temp_C
166,rcp85,5,2010,Lower Beaver Creek,Lower,7.699999809,Beaver Creek,0.711428327,0.742543732,2.748754848,23,8.466341441
167,rcp85,5,2030,Lower Beaver Creek,Lower,9.300000191,Beaver Creek,0.711428327,0.742543732,2.748754848,23,9.654411695
168,rcp85,5,2060,Lower Beaver Creek,Lower,10.60000038,Beaver Creek,0.711428327,0.742543732,2.748754848,23,10.61971869
169,rcp85,5,2010,Lower Kenai River,Lower,7.699999809,Kenai River,0.376910884,0.724327052,2.24570342,24,7.823021581
170,rcp85,5,2030,Lower Kenai River,Lower,9.199999809,Kenai River,0.376910884,0.724327052,2.24570342,24,8.909512159
171,rcp85,5,2060,Lower Kenai River,Lower,10.60000038,Kenai River,0.376910884,0.724327052,2.24570342,24,9.923570446
172,rcp85,5,2010,Lower Ptarmigan Creek,Lower,7.5,Ptarmigan Creek,0.209413941,0.316678802,7.855463449,22,10.23055446
173,rcp85,5,2030,Lower Ptarmigan Creek,Lower,9,Ptarmigan Creek,0.209413941,0.316678802,7.855463449,22,10.70557266
174,rcp85,5,2060,Lower Ptarmigan Creek,Lower,10,Ptarmigan Creek,0.209413941,0.316678802,7.855463449,22,11.02225146
175,rcp85,5,2010,Lower Russian River,Lower,8.199999809,Russian River,0.234887161,0.454758559,4.812120396,20,8.541140494
176,rcp85,5,2030,Lower Russian River,Lower,9.800000191,Russian River,0.234887161,0.454758559,4.812120396,20,9.268754362
177,rcp85,5,2060,Lower Russian River,Lower,10.89999962,Russian River,0.234887161,0.454758559,4.812120396,20,9.768988517
178,rcp85,5,2010,Middle Beaver Creek,Middle,7.800000191,Beaver Creek,0.651567977,0.638623921,3.774106508,23,8.755373217
179,rcp85,5,2030,Middle Beaver Creek,Middle,9.300000191,Beaver Creek,0.651567977,0.638623921,3.774106508,23,9.713309099
180,rcp85,5,2060,Middle Beaver Creek,Middle,10.69999981,Beaver Creek,0.651567977,0.638623921,3.774106508,23,10.60738235
181,rcp85,5,2010,Middle Kenai River,Middle,8.199999809,Kenai River,0.225786873,0.679855343,0.620260616,32,6.195074303
182,rcp85,5,2030,Middle Kenai River,Middle,9.800000191,Kenai River,0.225786873,0.679855343,0.620260616,32,7.282843112
183,rcp85,5,2060,Middle Kenai River,Middle,10.89999962,Kenai River,0.225786873,0.679855343,0.620260616,32,8.0306836
184,rcp85,5,2010,Middle Ptarmigan Creek,Middle,7.300000191,Ptarmigan Creek,0.087102813,0.195001716,9.367903411,22,10.79141598
185,rcp85,5,2030,Middle Ptarmigan Creek,Middle,8.899999619,Ptarmigan Creek,0.087102813,0.195001716,9.367903411,22,11.10341861
186,rcp85,5,2060,Middle Ptarmigan Creek,Middle,9.899999619,Ptarmigan Creek,0.087102813,0.195001716,9.367903411,22,11.29842033
187,rcp85,5,2010,Middle Russian River,Middle,7.5,Russian River,0.506008585,0.678164465,5.544883549,23,10.63111703
188,rcp85,5,2030,Middle Russian River,Middle,9.100000381,Russian River,0.506008585,0.678164465,5.544883549,23,11.71618044
189,rcp85,5,2060,Middle Russian River,Middle,10.30000019,Russian River,0.506008585,0.678164465,5.544883549,23,12.52997766
190,rcp85,5,2010,Upper Beaver Creek,Upper,7.800000191,Beaver Creek,0.635163913,0.705447999,2.969947154,19,8.472441678
191,rcp85,5,2030,Upper Beaver Creek,Upper,9.300000191,Beaver Creek,0.635163913,0.705447999,2.969947154,19,9.530613675
192,rcp85,5,2060,Upper Beaver Creek,Upper,10.69999981,Beaver Creek,0.635163913,0.705447999,2.969947154,19,10.5182406
193,rcp85,5,2010,Upper Ptarmigan Creek,Upper,7.199999809,Ptarmigan Creek,0.070804943,0.191721109,9.143662943,23,10.52405489
194,rcp85,5,2030,Upper Ptarmigan Creek,Upper,8.699999809,Ptarmigan Creek,0.070804943,0.191721109,9.143662943,23,10.81163655
195,rcp85,5,2060,Upper Ptarmigan Creek,Upper,9.699999809,Ptarmigan Creek,0.070804943,0.191721109,9.143662943,23,11.00335766
196,rcp85,5,2010,Upper Russian River,Upper,7.099999905,Russian River,0.347784781,0.669553152,5.0500815,23,9.803908815
197,rcp85,5,2030,Upper Russian River,Upper,8.600000381,Russian River,0.347784781,0.669553152,5.0500815,23,10.80823886
198,rcp85,5,2060,Upper Russian River,Upper,9.800000191,Russian River,0.347784781,0.669553152,5.0500815,23,11.61170252
199,rcp85,6,2010,Lower Beaver Creek,Lower,11.80000019,Beaver Creek,0.711428327,0.742543732,2.748754848,23,11.51077102
200,rcp85,6,2030,Lower Beaver Creek,Lower,13.30000019,Beaver Creek,0.711428327,0.742543732,2.748754848,23,12.62458662
201,rcp85,6,2060,Lower Beaver Creek,Lower,14.80000019,Beaver Creek,0.711428327,0.742543732,2.748754848,23,13.73840222
202,rcp85,6,2010,Lower Kenai River,Lower,11.69999981,Kenai River,0.376910884,0.724327052,2.24570342,24,10.72032979
203,rcp85,6,2030,Lower Kenai River,Lower,13.19999981,Kenai River,0.376910884,0.724327052,2.24570342,24,11.80682037
204,rcp85,6,2060,Lower Kenai River,Lower,14.80000019,Kenai River,0.376910884,0.724327052,2.24570342,24,12.96574393
205,rcp85,6,2010,Lower Ptarmigan Creek,Lower,11.69999981,Ptarmigan Creek,0.209413941,0.316678802,7.855463449,22,11.56060537
206,rcp85,6,2030,Lower Ptarmigan Creek,Lower,13,Ptarmigan Creek,0.209413941,0.316678802,7.855463449,22,11.97228787
207,rcp85,6,2060,Lower Ptarmigan Creek,Lower,14.30000019,Ptarmigan Creek,0.209413941,0.316678802,7.855463449,22,12.38397037
208,rcp85,6,2010,Lower Russian River,Lower,12.5,Russian River,0.234887161,0.454758559,4.812120396,20,10.49660239
209,rcp85,6,2030,Lower Russian River,Lower,13.89999962,Russian River,0.234887161,0.454758559,4.812120396,20,11.13326419
210,rcp85,6,2060,Lower Russian River,Lower,15.19999981,Russian River,0.234887161,0.454758559,4.812120396,20,11.72445041
211,rcp85,6,2010,Middle Beaver Creek,Middle,11.80000019,Beaver Creek,0.651567977,0.638623921,3.774106508,23,11.3098689
212,rcp85,6,2030,Middle Beaver Creek,Middle,13.30000019,Beaver Creek,0.651567977,0.638623921,3.774106508,23,12.26780478
213,rcp85,6,2060,Middle Beaver Creek,Middle,14.80000019,Beaver Creek,0.651567977,0.638623921,3.774106508,23,13.22574067
214,rcp85,6,2010,Middle Kenai River,Middle,12.5,Kenai River,0.225786873,0.679855343,0.620260616,32,9.118452409
215,rcp85,6,2030,Middle Kenai River,Middle,13.89999962,Kenai River,0.225786873,0.679855343,0.620260616,32,10.07024963
216,rcp85,6,2060,Middle Kenai River,Middle,15.19999981,Kenai River,0.225786873,0.679855343,0.620260616,32,10.95406171
217,rcp85,6,2010,Middle Ptarmigan Creek,Middle,11.69999981,Ptarmigan Creek,0.087102813,0.195001716,9.367903411,22,11.64942346
218,rcp85,6,2030,Middle Ptarmigan Creek,Middle,12.89999962,Ptarmigan Creek,0.087102813,0.195001716,9.367903411,22,11.88342548
219,rcp85,6,2060,Middle Ptarmigan Creek,Middle,14.19999981,Ptarmigan Creek,0.087102813,0.195001716,9.367903411,22,12.13692775
220,rcp85,6,2010,Middle Russian River,Middle,12.10000038,Russian River,0.506008585,0.678164465,5.544883549,23,13.75067383
221,rcp85,6,2030,Middle Russian River,Middle,13.39999962,Russian River,0.506008585,0.678164465,5.544883549,23,14.63228712
222,rcp85,6,2060,Middle Russian River,Middle,14.69999981,Russian River,0.506008585,0.678164465,5.544883549,23,15.51390105
223,rcp85,6,2010,Upper Beaver Creek,Upper,11.80000019,Beaver Creek,0.635163913,0.705447999,2.969947154,19,11.29423367
224,rcp85,6,2030,Upper Beaver Creek,Upper,13.30000019,Beaver Creek,0.635163913,0.705447999,2.969947154,19,12.35240567
225,rcp85,6,2060,Upper Beaver Creek,Upper,14.80000019,Beaver Creek,0.635163913,0.705447999,2.969947154,19,13.41057767
226,rcp85,6,2010,Upper Ptarmigan Creek,Upper,11.19999981,Ptarmigan Creek,0.070804943,0.191721109,9.143662943,23,11.29093933
227,rcp85,6,2030,Upper Ptarmigan Creek,Upper,12.60000038,Ptarmigan Creek,0.070804943,0.191721109,9.143662943,23,11.55934899
228,rcp85,6,2060,Upper Ptarmigan Creek,Upper,13.80000019,Ptarmigan Creek,0.070804943,0.191721109,9.143662943,23,11.78941428
229,rcp85,6,2010,Upper Russian River,Upper,11.69999981,Russian River,0.347784781,0.669553152,5.0500815,23,12.88385325
230,rcp85,6,2030,Upper Russian River,Upper,13,Russian River,0.347784781,0.669553152,5.0500815,23,13.75427247
231,rcp85,6,2060,Upper Russian River,Upper,14.30000019,Russian River,0.347784781,0.669553152,5.0500815,23,14.6246917
232,rcp85,7,2010,Lower Beaver Creek,Lower,14.19999981,Beaver Creek,0.711428327,0.742543732,2.748754848,23,13.2928757
233,rcp85,7,2030,Lower Beaver Creek,Lower,14.69999981,Beaver Creek,0.711428327,0.742543732,2.748754848,23,13.66414756
234,rcp85,7,2060,Lower Beaver Creek,Lower,16.20000076,Beaver Creek,0.711428327,0.742543732,2.748754848,23,14.77796387
235,rcp85,7,2010,Lower Kenai River,Lower,14.19999981,Kenai River,0.376910884,0.724327052,2.24570342,24,12.53114742
236,rcp85,7,2030,Lower Kenai River,Lower,14.60000038,Kenai River,0.376910884,0.724327052,2.24570342,24,12.82087865
237,rcp85,7,2060,Lower Kenai River,Lower,16.20000076,Kenai River,0.376910884,0.724327052,2.24570342,24,13.97980221
238,rcp85,7,2010,Lower Ptarmigan Creek,Lower,14.19999981,Ptarmigan Creek,0.209413941,0.316678802,7.855463449,22,12.35230237
239,rcp85,7,2030,Lower Ptarmigan Creek,Lower,14.5,Ptarmigan Creek,0.209413941,0.316678802,7.855463449,22,12.44730607
240,rcp85,7,2060,Lower Ptarmigan Creek,Lower,16,Ptarmigan Creek,0.209413941,0.316678802,7.855463449,22,12.92232427
241,rcp85,7,2010,Lower Russian River,Lower,14.89999962,Russian River,0.234887161,0.454758559,4.812120396,20,11.58802275
242,rcp85,7,2030,Lower Russian River,Lower,15.30000019,Russian River,0.234887161,0.454758559,4.812120396,20,11.76992644
243,rcp85,7,2060,Lower Russian River,Lower,16.79999924,Russian River,0.234887161,0.454758559,4.812120396,20,12.45206384
244,rcp85,7,2010,Middle Beaver Creek,Middle,14.19999981,Beaver Creek,0.651567977,0.638623921,3.774106508,23,12.84256607
245,rcp85,7,2030,Middle Beaver Creek,Middle,14.60000038,Beaver Creek,0.651567977,0.638623921,3.774106508,23,13.098016
246,rcp85,7,2060,Middle Beaver Creek,Middle,16.20000076,Beaver Creek,0.651567977,0.638623921,3.774106508,23,14.11981452
247,rcp85,7,2010,Middle Kenai River,Middle,14.89999962,Kenai River,0.225786873,0.679855343,0.620260616,32,10.75010497
248,rcp85,7,2030,Middle Kenai River,Middle,15.30000019,Kenai River,0.225786873,0.679855343,0.620260616,32,11.0220475
249,rcp85,7,2060,Middle Kenai River,Middle,16.79999924,Kenai River,0.225786873,0.679855343,0.620260616,32,12.04182987
250,rcp85,7,2010,Middle Ptarmigan Creek,Middle,14,Ptarmigan Creek,0.087102813,0.195001716,9.367903411,22,12.09792744
251,rcp85,7,2030,Middle Ptarmigan Creek,Middle,14.30000019,Ptarmigan Creek,0.087102813,0.195001716,9.367903411,22,12.15642799
252,rcp85,7,2060,Middle Ptarmigan Creek,Middle,15.80000019,Ptarmigan Creek,0.087102813,0.195001716,9.367903411,22,12.44893057
253,rcp85,7,2010,Middle Russian River,Middle,14.39999962,Russian River,0.506008585,0.678164465,5.544883549,23,15.31045158
254,rcp85,7,2030,Middle Russian River,Middle,14.80000019,Russian River,0.506008585,0.678164465,5.544883549,23,15.58171776
255,rcp85,7,2060,Middle Russian River,Middle,16.29999924,Russian River,0.506008585,0.678164465,5.544883549,23,16.59896381
256,rcp85,7,2010,Upper Beaver Creek,Upper,14.19999981,Beaver Creek,0.635163913,0.705447999,2.969947154,19,12.9873086
257,rcp85,7,2030,Upper Beaver Creek,Upper,14.60000038,Beaver Creek,0.635163913,0.705447999,2.969947154,19,13.2694882
258,rcp85,7,2060,Upper Beaver Creek,Upper,16.29999924,Beaver Creek,0.635163913,0.705447999,2.969947154,19,14.46874899
259,rcp85,7,2010,Upper Ptarmigan Creek,Upper,13.39999962,Ptarmigan Creek,0.070804943,0.191721109,9.143662943,23,11.71272573
260,rcp85,7,2030,Upper Ptarmigan Creek,Upper,13.80000019,Ptarmigan Creek,0.070804943,0.191721109,9.143662943,23,11.78941428
261,rcp85,7,2060,Upper Ptarmigan Creek,Upper,15.30000019,Ptarmigan Creek,0.070804943,0.191721109,9.143662943,23,12.07699595
262,rcp85,7,2010,Upper Russian River,Upper,14,Russian River,0.347784781,0.669553152,5.0500815,23,14.42382563
263,rcp85,7,2030,Upper Russian River,Upper,14.39999962,Russian River,0.347784781,0.669553152,5.0500815,23,14.69164663
264,rcp85,7,2060,Upper Russian River,Upper,15.89999962,Russian River,0.347784781,0.669553152,5.0500815,23,15.69597636
265,rcp85,8,2010,Lower Beaver Creek,Lower,13.30000019,Beaver Creek,0.711428327,0.742543732,2.748754848,23,12.62458662
266,rcp85,8,2030,Lower Beaver Creek,Lower,14.10000038,Beaver Creek,0.711428327,0.742543732,2.748754848,23,13.21862175
267,rcp85,8,2060,Lower Beaver Creek,Lower,15.80000019,Beaver Creek,0.711428327,0.742543732,2.748754848,23,14.48094595
268,rcp85,8,2010,Lower Kenai River,Lower,13.19999981,Kenai River,0.376910884,0.724327052,2.24570342,24,11.80682037
269,rcp85,8,2030,Lower Kenai River,Lower,14,Kenai River,0.376910884,0.724327052,2.24570342,24,12.38628215
270,rcp85,8,2060,Lower Kenai River,Lower,15.69999981,Kenai River,0.376910884,0.724327052,2.24570342,24,13.617638
271,rcp85,8,2010,Lower Ptarmigan Creek,Lower,13.19999981,Ptarmigan Creek,0.209413941,0.316678802,7.855463449,22,12.03562357
272,rcp85,8,2030,Lower Ptarmigan Creek,Lower,13.89999962,Ptarmigan Creek,0.209413941,0.316678802,7.855463449,22,12.25729867
273,rcp85,8,2060,Lower Ptarmigan Creek,Lower,15.5,Ptarmigan Creek,0.209413941,0.316678802,7.855463449,22,12.76398487
274,rcp85,8,2010,Lower Russian River,Lower,13.80000019,Russian River,0.234887161,0.454758559,4.812120396,20,11.0877886
275,rcp85,8,2030,Lower Russian River,Lower,14.5,Russian River,0.234887161,0.454758559,4.812120396,20,11.4061195
276,rcp85,8,2060,Lower Russian River,Lower,16.10000038,Russian River,0.234887161,0.454758559,4.812120396,20,12.13373337
277,rcp85,8,2010,Middle Beaver Creek,Middle,13.30000019,Beaver Creek,0.651567977,0.638623921,3.774106508,23,12.26780478
278,rcp85,8,2030,Middle Beaver Creek,Middle,14.10000038,Beaver Creek,0.651567977,0.638623921,3.774106508,23,12.77870404
279,rcp85,8,2060,Middle Beaver Creek,Middle,15.80000019,Beaver Creek,0.651567977,0.638623921,3.774106508,23,13.86436459
280,rcp85,8,2010,Middle Kenai River,Middle,13.80000019,Kenai River,0.225786873,0.679855343,0.620260616,32,10.00226449
281,rcp85,8,2030,Middle Kenai River,Middle,14.5,Kenai River,0.225786873,0.679855343,0.620260616,32,10.4781631
282,rcp85,8,2060,Middle Kenai River,Middle,16.10000038,Kenai River,0.225786873,0.679855343,0.620260616,32,11.5659319
283,rcp85,8,2010,Middle Ptarmigan Creek,Middle,13.10000038,Ptarmigan Creek,0.087102813,0.195001716,9.367903411,22,11.92242597
284,rcp85,8,2030,Middle Ptarmigan Creek,Middle,13.80000019,Ptarmigan Creek,0.087102813,0.195001716,9.367903411,22,12.05892714
285,rcp85,8,2060,Middle Ptarmigan Creek,Middle,15.39999962,Ptarmigan Creek,0.087102813,0.195001716,9.367903411,22,12.37092977
286,rcp85,8,2010,Middle Russian River,Middle,13.30000019,Russian River,0.506008585,0.678164465,5.544883549,23,14.56447106
287,rcp85,8,2030,Middle Russian River,Middle,14.10000038,Russian River,0.506008585,0.678164465,5.544883549,23,15.10700276
288,rcp85,8,2060,Middle Russian River,Middle,15.60000038,Russian River,0.506008585,0.678164465,5.544883549,23,16.12424946
289,rcp85,8,2010,Upper Beaver Creek,Upper,13.30000019,Beaver Creek,0.635163913,0.705447999,2.969947154,19,12.35240567
290,rcp85,8,2030,Upper Beaver Creek,Upper,14.10000038,Beaver Creek,0.635163913,0.705447999,2.969947154,19,12.9167642
291,rcp85,8,2060,Upper Beaver Creek,Upper,15.80000019,Beaver Creek,0.635163913,0.705447999,2.969947154,19,14.11602567
292,rcp85,8,2010,Upper Ptarmigan Creek,Upper,12.69999981,Ptarmigan Creek,0.070804943,0.191721109,9.143662943,23,11.57852099
293,rcp85,8,2030,Upper Ptarmigan Creek,Upper,13.5,Ptarmigan Creek,0.070804943,0.191721109,9.143662943,23,11.73189792
294,rcp85,8,2060,Upper Ptarmigan Creek,Upper,15,Ptarmigan Creek,0.070804943,0.191721109,9.143662943,23,12.01947958
295,rcp85,8,2010,Upper Russian River,Upper,13,Russian River,0.347784781,0.669553152,5.0500815,23,13.75427247
296,rcp85,8,2030,Upper Russian River,Upper,13.69999981,Russian River,0.347784781,0.669553152,5.0500815,23,14.22295955
297,rcp85,8,2060,Upper Russian River,Upper,15.30000019,Russian River,0.347784781,0.669553152,5.0500815,23,15.29424485
298,rcp85,9,2010,Lower Beaver Creek,Lower,9.100000381,Beaver Creek,0.711428327,0.742543732,2.748754848,23,9.505903091
299,rcp85,9,2030,Lower Beaver Creek,Lower,10,Beaver Creek,0.711428327,0.742543732,2.748754848,23,10.17419217
300,rcp85,9,2060,Lower Beaver Creek,Lower,11.30000019,Beaver Creek,0.711428327,0.742543732,2.748754848,23,11.13949916
301,rcp85,9,2010,Lower Kenai River,Lower,9.199999809,Kenai River,0.376910884,0.724327052,2.24570342,24,8.909512159
302,rcp85,9,2030,Lower Kenai River,Lower,10,Kenai River,0.376910884,0.724327052,2.24570342,24,9.488973939
303,rcp85,9,2060,Lower Kenai River,Lower,11.39999962,Kenai River,0.376910884,0.724327052,2.24570342,24,10.50303154
304,rcp85,9,2010,Lower Ptarmigan Creek,Lower,8.800000191,Ptarmigan Creek,0.209413941,0.316678802,7.855463449,22,10.64223696
305,rcp85,9,2030,Lower Ptarmigan Creek,Lower,9.5,Ptarmigan Creek,0.209413941,0.316678802,7.855463449,22,10.86391206
306,rcp85,9,2060,Lower Ptarmigan Creek,Lower,10.80000019,Ptarmigan Creek,0.209413941,0.316678802,7.855463449,22,11.27559457
307,rcp85,9,2010,Lower Russian River,Lower,8.899999619,Russian River,0.234887161,0.454758559,4.812120396,20,8.859471399
308,rcp85,9,2030,Lower Russian River,Lower,9.699999809,Russian River,0.234887161,0.454758559,4.812120396,20,9.223278333
309,rcp85,9,2060,Lower Russian River,Lower,11,Russian River,0.234887161,0.454758559,4.812120396,20,9.814464546
310,rcp85,9,2010,Middle Beaver Creek,Middle,9.100000381,Beaver Creek,0.651567977,0.638623921,3.774106508,23,9.585584436
311,rcp85,9,2030,Middle Beaver Creek,Middle,10,Beaver Creek,0.651567977,0.638623921,3.774106508,23,10.16034572
312,rcp85,9,2060,Middle Beaver Creek,Middle,11.30000019,Beaver Creek,0.651567977,0.638623921,3.774106508,23,10.99055694
313,rcp85,9,2010,Middle Kenai River,Middle,8.899999619,Kenai River,0.225786873,0.679855343,0.620260616,32,6.670972914
314,rcp85,9,2030,Middle Kenai River,Middle,9.699999809,Kenai River,0.225786873,0.679855343,0.620260616,32,7.214857318
315,rcp85,9,2060,Middle Kenai River,Middle,11,Kenai River,0.225786873,0.679855343,0.620260616,32,8.098669394
316,rcp85,9,2010,Middle Ptarmigan Creek,Middle,8.5,Ptarmigan Creek,0.087102813,0.195001716,9.367903411,22,11.025418
317,rcp85,9,2030,Middle Ptarmigan Creek,Middle,9.199999809,Ptarmigan Creek,0.087102813,0.195001716,9.367903411,22,11.16191917
318,rcp85,9,2060,Middle Ptarmigan Creek,Middle,10.60000038,Ptarmigan Creek,0.087102813,0.195001716,9.367903411,22,11.43492168
319,rcp85,9,2010,Middle Russian River,Middle,8.5,Russian River,0.506008585,0.678164465,5.544883549,23,11.3092815
320,rcp85,9,2030,Middle Russian River,Middle,9.300000191,Russian River,0.506008585,0.678164465,5.544883549,23,11.8518132
321,rcp85,9,2060,Middle Russian River,Middle,10.60000038,Russian River,0.506008585,0.678164465,5.544883549,23,12.73342713
322,rcp85,9,2010,Upper Beaver Creek,Upper,9.199999809,Beaver Creek,0.635163913,0.705447999,2.969947154,19,9.460068606
323,rcp85,9,2030,Upper Beaver Creek,Upper,10,Beaver Creek,0.635163913,0.705447999,2.969947154,19,10.02442714
324,rcp85,9,2060,Upper Beaver Creek,Upper,11.39999962,Beaver Creek,0.635163913,0.705447999,2.969947154,19,11.01205407
325,rcp85,9,2010,Upper Ptarmigan Creek,Upper,8.100000381,Ptarmigan Creek,0.070804943,0.191721109,9.143662943,23,10.696604
326,rcp85,9,2030,Upper Ptarmigan Creek,Upper,8.800000191,Ptarmigan Creek,0.070804943,0.191721109,9.143662943,23,10.83080874
327,rcp85,9,2060,Upper Ptarmigan Creek,Upper,10.19999981,Ptarmigan Creek,0.070804943,0.191721109,9.143662943,23,11.09921822
328,rcp85,9,2010,Upper Russian River,Upper,8.199999809,Russian River,0.347784781,0.669553152,5.0500815,23,10.54041722
329,rcp85,9,2030,Upper Russian River,Upper,9,Russian River,0.347784781,0.669553152,5.0500815,23,11.07605987
330,rcp85,9,2060,Upper Russian River,Upper,10.39999962,Russian River,0.347784781,0.669553152,5.0500815,23,12.01343402